image_path,split,label,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_path
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NBCssvM83okEIPwKV_zQ1g.jpg,train,regulatory--yield--g1,312,527,334,543,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NBCssvM83okEIPwKV_zQ1g_312-527-334-543_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NBCssvM83okEIPwKV_zQ1g.jpg,train,regulatory--yield--g1,510,537,531,553,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NBCssvM83okEIPwKV_zQ1g_510-537-531-553_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,train,other-sign,346,1445,423,1539,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NGflGY3wgtRPTvg7RoNnoA_346-1445-423-1539_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,train,other-sign,1991,1304,2034,1320,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NGflGY3wgtRPTvg7RoNnoA_1991-1304-2034-1320_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,train,other-sign,2103,1411,2139,1504,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NGflGY3wgtRPTvg7RoNnoA_2103-1411-2139-1504_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,train,other-sign,1326,1076,1469,1199,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NGflGY3wgtRPTvg7RoNnoA_1326-1076-1469-1199_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,train,other-sign,1993,1296,2032,1305,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NGflGY3wgtRPTvg7RoNnoA_1993-1296-2032-1305_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,train,other-sign,1232,1073,1362,1196,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NGflGY3wgtRPTvg7RoNnoA_1232-1073-1362-1196_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,train,other-sign,2058,1242,2117,1340,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NGflGY3wgtRPTvg7RoNnoA_2058-1242-2117-1340_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NGflGY3wgtRPTvg7RoNnoA.jpg,train,other-sign,2002,1265,2033,1300,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NGflGY3wgtRPTvg7RoNnoA_2002-1265-2033-1300_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NLa29Rw9F_xq4u8-LQDW3Q.jpg,train,regulatory--no-entry--g1,725,1252,783,1325,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NLa29Rw9F_xq4u8-LQDW3Q_725-1252-783-1325_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NLa29Rw9F_xq4u8-LQDW3Q.jpg,train,regulatory--no-entry--g1,1302,1242,1359,1312,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NLa29Rw9F_xq4u8-LQDW3Q_1302-1242-1359-1312_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NMrEydxmj8bBWRDfgvl9dA.jpg,train,information--pedestrians-crossing--g1,1775,2046,1875,2139,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NMrEydxmj8bBWRDfgvl9dA_1775-2046-1875-2139_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NMrEydxmj8bBWRDfgvl9dA.jpg,train,information--pedestrians-crossing--g1,3490,2147,3631,2282,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NMrEydxmj8bBWRDfgvl9dA_3490-2147-3631-2282_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NO5PP27gBocaBbym3gvDlw.jpg,train,regulatory--no-entry--g1,533,1765,600,1832,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NO5PP27gBocaBbym3gvDlw_533-1765-600-1832_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NSNd6HDQ5OvAzZwWXG1sfA.jpg,train,regulatory--no-entry--g1,404,1184,497,1334,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NSNd6HDQ5OvAzZwWXG1sfA_404-1184-497-1334_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NVmej5IuDXnXyzqxYykSYg.jpg,train,other-sign,1568,1852,1591,1877,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NVmej5IuDXnXyzqxYykSYg_1568-1852-1591-1877_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NX6QEExIyr4FGdSV57I7gw.jpg,train,regulatory--yield--g1,878,2071,935,2128,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NX6QEExIyr4FGdSV57I7gw_878-2071-935-2128_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N_tjX5XYOZ0wgxuWf9xnkg.jpg,val,information--pedestrians-crossing--g1,1730,1186,1786,1242,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/N_tjX5XYOZ0wgxuWf9xnkg_1730-1186-1786-1242_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N_tjX5XYOZ0wgxuWf9xnkg.jpg,val,information--pedestrians-crossing--g1,2469,864,2610,1001,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/N_tjX5XYOZ0wgxuWf9xnkg_2469-864-2610-1001_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/N_tjX5XYOZ0wgxuWf9xnkg.jpg,val,information--pedestrians-crossing--g1,643,1148,696,1199,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/N_tjX5XYOZ0wgxuWf9xnkg_643-1148-696-1199_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Namri86KL3BElaopCZKXbg.jpg,train,other-sign,2024,2450,2040,2465,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Namri86KL3BElaopCZKXbg_2024-2450-2040-2465_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Namri86KL3BElaopCZKXbg.jpg,train,other-sign,2642,2258,2782,2317,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Namri86KL3BElaopCZKXbg_2642-2258-2782-2317_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Namri86KL3BElaopCZKXbg.jpg,train,other-sign,2119,2387,2245,2472,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Namri86KL3BElaopCZKXbg_2119-2387-2245-2472_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Namri86KL3BElaopCZKXbg.jpg,train,other-sign,2024,2436,2038,2452,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Namri86KL3BElaopCZKXbg_2024-2436-2038-2452_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NdEQ9ZHypc5nUpwuIqqzJg.jpg,train,regulatory--no-entry--g1,2098,1845,2123,1870,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NdEQ9ZHypc5nUpwuIqqzJg_2098-1845-2123-1870_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Ni8eck4jylRuSqy1mMSoRQ.jpg,train,regulatory--yield--g1,2549,1327,2609,1380,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Ni8eck4jylRuSqy1mMSoRQ_2549-1327-2609-1380_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NlWXhTcY8Wdu2NhKgcg7Ug.jpg,val,regulatory--yield--g1,800,1794,1095,2049,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/NlWXhTcY8Wdu2NhKgcg7Ug_800-1794-1095-2049_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NqIRKd1yUSmuVr_Q8xa3Jw.jpg,test,regulatory--yield--g1,1678,1554,1723,1598,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/NqIRKd1yUSmuVr_Q8xa3Jw_1678-1554-1723-1598_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NqIRKd1yUSmuVr_Q8xa3Jw.jpg,test,regulatory--yield--g1,1535,1256,1621,1328,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/NqIRKd1yUSmuVr_Q8xa3Jw_1535-1256-1621-1328_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NrAvD4LzBAaxVtF02luOSw.jpg,train,information--pedestrians-crossing--g1,2778,2068,2908,2175,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NrAvD4LzBAaxVtF02luOSw_2778-2068-2908-2175_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NrSYxyu6EH-21ERGdoK4iA.jpg,train,information--pedestrians-crossing--g1,2332,1584,2518,1783,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NrSYxyu6EH-21ERGdoK4iA_2332-1584-2518-1783_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NrTn9K79f0sC691VMxOlPQ.jpg,train,regulatory--yield--g1,3078,832,3486,1185,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/NrTn9K79f0sC691VMxOlPQ_3078-832-3486-1185_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NuzcQbkFkevjktMDvVJf_A.jpg,test,regulatory--no-entry--g1,2158,1478,2176,1494,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/NuzcQbkFkevjktMDvVJf_A_2158-1478-2176-1494_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NuzcQbkFkevjktMDvVJf_A.jpg,test,regulatory--no-entry--g1,343,1450,387,1499,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/NuzcQbkFkevjktMDvVJf_A_343-1450-387-1499_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NuzcQbkFkevjktMDvVJf_A.jpg,test,regulatory--no-entry--g1,778,1519,800,1544,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/NuzcQbkFkevjktMDvVJf_A_778-1519-800-1544_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Nxl20DusmzRHXd6EH1vqAw.jpg,train,other-sign,2069,1516,2195,1569,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Nxl20DusmzRHXd6EH1vqAw_2069-1516-2195-1569_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/O0fOx8M4JwqwVVp0U0J33A.jpg,val,regulatory--no-entry--g1,1096,980,1162,1045,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/O0fOx8M4JwqwVVp0U0J33A_1096-980-1162-1045_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/O3Q3w3_dYWSe1IKOoFzL_w.jpg,train,information--pedestrians-crossing--g1,2385,804,2682,1106,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/O3Q3w3_dYWSe1IKOoFzL_w_2385-804-2682-1106_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/O4-PSWOB84tIbzJFRpaXzg.jpg,train,regulatory--stop--g1,2869,1211,3116,1451,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/O4-PSWOB84tIbzJFRpaXzg_2869-1211-3116-1451_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/O8_vXtkrVg3Y_ysXhpFYcQ.jpg,train,regulatory--yield--g1,956,1071,984,1094,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/O8_vXtkrVg3Y_ysXhpFYcQ_956-1071-984-1094_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/O8_vXtkrVg3Y_ysXhpFYcQ.jpg,train,regulatory--yield--g1,744,1084,773,1107,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/O8_vXtkrVg3Y_ysXhpFYcQ_744-1084-773-1107_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OBZB6DfsA75HjIKEqZKVTg.jpg,train,regulatory--no-entry--g1,3313,1991,3498,2167,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OBZB6DfsA75HjIKEqZKVTg_3313-1991-3498-2167_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OCQGxLPjDDqyCVduWSRr3Q.jpg,train,other-sign,2199,1379,2459,1555,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OCQGxLPjDDqyCVduWSRr3Q_2199-1379-2459-1555_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OCvini3NV_hGiw9k2_2JmQ.jpg,train,other-sign,175,675,445,921,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OCvini3NV_hGiw9k2_2JmQ_175-675-445-921_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OGIkizB83G-x2NJfxw-2KA.jpg,train,regulatory--yield--g1,2724,1552,2759,1584,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OGIkizB83G-x2NJfxw-2KA_2724-1552-2759-1584_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OGVB8DZtyBOWjc8MgBqpqQ.jpg,train,regulatory--stop--g1,2309,877,2362,929,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OGVB8DZtyBOWjc8MgBqpqQ_2309-877-2362-929_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OHMHsW4aw0J_BNnsQ5rTWw.jpg,train,information--pedestrians-crossing--g1,2369,589,2400,618,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OHMHsW4aw0J_BNnsQ5rTWw_2369-589-2400-618_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OHMHsW4aw0J_BNnsQ5rTWw.jpg,train,information--pedestrians-crossing--g1,1896,617,1928,653,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OHMHsW4aw0J_BNnsQ5rTWw_1896-617-1928-653_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OIwRutfGzNiw0Zdkqvx2DA.jpg,train,regulatory--stop--g1,1515,1369,1561,1418,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OIwRutfGzNiw0Zdkqvx2DA_1515-1369-1561-1418_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OKUQNIy3LkBrZXdtY0Z16Q.jpg,train,information--pedestrians-crossing--g1,210,1064,366,1208,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OKUQNIy3LkBrZXdtY0Z16Q_210-1064-366-1208_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OKvaZmIM5fbPADivCALy3g.jpg,train,information--pedestrians-crossing--g1,7214,1979,7284,2066,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OKvaZmIM5fbPADivCALy3g_7214-1979-7284-2066_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OKvaZmIM5fbPADivCALy3g.jpg,train,information--pedestrians-crossing--g1,793,1919,928,2088,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OKvaZmIM5fbPADivCALy3g_793-1919-928-2088_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OKw3_HdkvwnI1Hm9FKzHWw.jpg,train,information--pedestrians-crossing--g1,2415,1079,2451,1111,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OKw3_HdkvwnI1Hm9FKzHWw_2415-1079-2451-1111_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OMMNrF7xR1qXEqAmH2mV0A.jpg,test,other-sign,385,1372,620,1589,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/OMMNrF7xR1qXEqAmH2mV0A_385-1372-620-1589_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OMZUekdsG_xBKRR6-_Ex3Q.jpg,val,information--pedestrians-crossing--g1,2188,1499,2266,1576,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/val/OMZUekdsG_xBKRR6-_Ex3Q_2188-1499-2266-1576_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OPWdi9jNMnyxXdeVux3lPw.jpg,test,regulatory--yield--g1,3022,905,3106,999,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/OPWdi9jNMnyxXdeVux3lPw_3022-905-3106-999_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OR0KvbUmXTrGBlOLksGNhg.jpg,train,regulatory--stop--g1,832,658,1269,1045,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OR0KvbUmXTrGBlOLksGNhg_832-658-1269-1045_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OUtPzAVP_NTXaPXCFLehFQ.jpg,test,regulatory--no-entry--g1,3266,2127,3297,2171,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/OUtPzAVP_NTXaPXCFLehFQ_3266-2127-3297-2171_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OXeoNbV2XdokHjb0ba9V8Q.jpg,train,information--pedestrians-crossing--g1,1282,873,1321,909,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OXeoNbV2XdokHjb0ba9V8Q_1282-873-1321-909_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OXeoNbV2XdokHjb0ba9V8Q.jpg,train,information--pedestrians-crossing--g1,2174,866,2217,910,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OXeoNbV2XdokHjb0ba9V8Q_2174-866-2217-910_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OZ0Q6Bo3XnL2g97sZ-TV7g.jpg,train,information--pedestrians-crossing--g1,1258,1230,1309,1286,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OZ0Q6Bo3XnL2g97sZ-TV7g_1258-1230-1309-1286_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ObN9fXRgq0Ay5dcI1_3XyQ.jpg,train,other-sign,2577,1629,2627,1671,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/ObN9fXRgq0Ay5dcI1_3XyQ_2577-1629-2627-1671_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ObN9fXRgq0Ay5dcI1_3XyQ.jpg,train,other-sign,2577,1591,2630,1637,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/ObN9fXRgq0Ay5dcI1_3XyQ_2577-1591-2630-1637_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ObN9fXRgq0Ay5dcI1_3XyQ.jpg,train,other-sign,2048,1624,2092,1662,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/ObN9fXRgq0Ay5dcI1_3XyQ_2048-1624-2092-1662_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ObwyPDBi7Yj9JSSxOjsKFw.jpg,train,other-sign,2584,1281,2881,1486,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/ObwyPDBi7Yj9JSSxOjsKFw_2584-1281-2881-1486_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/ObwyPDBi7Yj9JSSxOjsKFw.jpg,train,other-sign,2167,1261,2356,1383,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/ObwyPDBi7Yj9JSSxOjsKFw_2167-1261-2356-1383_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OlQV1ti4DHLsnz81mVAh-w.jpg,train,other-sign,452,1376,537,1428,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OlQV1ti4DHLsnz81mVAh-w_452-1376-537-1428_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OnkiJDMqxwHhC8VrA7ErCw.jpg,test,regulatory--no-entry--g1,106,1901,183,1995,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/OnkiJDMqxwHhC8VrA7ErCw_106-1901-183-1995_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Oo-jcSGTNpxLkGck5Lxbjw.jpg,test,regulatory--no-entry--g1,2119,1682,2193,1794,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/Oo-jcSGTNpxLkGck5Lxbjw_2119-1682-2193-1794_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Opy864GCdjSt1oKhrYigUg.jpg,train,information--pedestrians-crossing--g1,68,1940,182,2035,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Opy864GCdjSt1oKhrYigUg_68-1940-182-2035_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Os-2WubW37QWce8I819PGQ.jpg,train,regulatory--no-entry--g1,759,1772,833,1836,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/Os-2WubW37QWce8I819PGQ_759-1772-833-1836_regulatory--no-entry--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OsKOLSfxCHfAT3qgCWHY7Q.jpg,train,regulatory--stop--g1,1621,1966,1701,2045,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OsKOLSfxCHfAT3qgCWHY7Q_1621-1966-1701-2045_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OunGoQsjzYBpWBp3miTVCg.jpg,test,other-sign,1194,959,1446,1026,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/OunGoQsjzYBpWBp3miTVCg_1194-959-1446-1026_other-sign.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/OvJihTnlKyf8otLpRsiTMQ.jpg,train,information--pedestrians-crossing--g1,3223,1240,3408,1412,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/OvJihTnlKyf8otLpRsiTMQ_3223-1240-3408-1412_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/P00gdQoS_G--1PO-WtZ1Mw.jpg,train,information--pedestrians-crossing--g1,2947,963,3151,1169,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/P00gdQoS_G--1PO-WtZ1Mw_2947-963-3151-1169_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/P00gdQoS_G--1PO-WtZ1Mw.jpg,train,information--pedestrians-crossing--g1,273,747,679,1093,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/P00gdQoS_G--1PO-WtZ1Mw_273-747-679-1093_information--pedestrians-crossing--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/P2vY_RIjGR8HOXXVE-BBdA.jpg,train,regulatory--stop--g1,1163,1489,1221,1542,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/P2vY_RIjGR8HOXXVE-BBdA_1163-1489-1221-1542_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/P42Q41cMT2Sh2x5VTr-S9Q.jpg,test,regulatory--yield--g1,2319,1569,2375,1615,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/P42Q41cMT2Sh2x5VTr-S9Q_2319-1569-2375-1615_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/P4LxNJII4ZUWEC2NV_QCvQ.jpg,train,regulatory--yield--g1,281,262,1137,1084,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/P4LxNJII4ZUWEC2NV_QCvQ_281-262-1137-1084_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/P4hBipxSJhPcrWnsjDjSaA.jpg,train,regulatory--stop--g1,4322,1967,4351,1996,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/P4hBipxSJhPcrWnsjDjSaA_4322-1967-4351-1996_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/P6kpcGn4cyb3UDn3mf0Usg.jpg,train,regulatory--stop--g1,1687,972,1740,1029,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/P6kpcGn4cyb3UDn3mf0Usg_1687-972-1740-1029_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/PBlDO8vNrXHj1Ie57NFZfw.jpg,train,regulatory--yield--g1,2390,1463,2506,1578,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/PBlDO8vNrXHj1Ie57NFZfw_2390-1463-2506-1578_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/PBlDO8vNrXHj1Ie57NFZfw.jpg,train,regulatory--yield--g1,894,1489,1037,1617,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/PBlDO8vNrXHj1Ie57NFZfw_894-1489-1037-1617_regulatory--yield--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/PFg_scOFSQYZefiMhpmgpg.jpg,test,regulatory--stop--g1,731,1584,893,1734,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/test/PFg_scOFSQYZefiMhpmgpg_731-1584-893-1734_regulatory--stop--g1.png
/data/project/MSA8395/mapillary_traffic_sign_dataset/images/PHlxWGDTilCF8HsXdWV0zA.jpg,train,regulatory--stop--g1,0,1007,117,1169,/home/aprabhakar4/Computer-Vision-Assignment/results/preproc_signs/train/PHlxWGDTilCF8HsXdWV0zA_0-1007-117-1169_regulatory--stop--g1.png
